103,0.364,3.25,0,0,1,0,-947.901,157.518,59.4439,52.612,42.1401,33.2421,25.1826,20.2888,18.8892,15.7709,12.4453,9.3612,10.2689
103,3.25,6.636,1,0,0,0,-655.71,143.31,35.9132,34.6832,20.6893,20.27,14.8817,14.322,11.5208,11.4944,9.52958,9.71166,8.39752
103,6.636,11.179,0,0,1,0,-678.353,139.636,32.6543,31.1157,16.9877,16.9287,12.0353,11.856,8.63132,8.733,7.49083,7.19272,5.65143
103,11.179,14.25,0,0,1,0,-867.446,147.759,39.3346,36.5816,24.6532,24.632,15.313,14.6023,13.6692,13.9509,10.3779,8.5586,9.59448
103,14.25,16.993,0,0,1,0,-520.101,139.962,32.6153,31.756,17.7672,17.3972,11.9347,11.7223,8.82735,8.77715,6.91478,6.68525,5.59448
103,16.993,19.979,1,0,0,0,-601.632,139.344,32.0521,31.0211,17.1574,16.6044,11.3926,11.0908,8.14733,8.26136,6.64905,6.4382,5.29916
105,0.036,2.279,1,0,0,0,-953.456,139.32,45.9413,-21.0965,0.688873,11.985,35.0527,18.6517,7.56501,-12.6794,-0.419338,-7.62275,5.42917
105,2.279,4.879,1,0,0,0,-1044.51,46.7594,84.0434,37.0247,62.5253,34.7502,34.5573,19.3011,24.0184,12.9507,17.6951,3.83884,7.09706
105,4.879,7.507,1,0,0,0,-1020.66,91.7066,85.3329,25.2979,33.2809,6.06752,23.6675,15.1729,20.6909,5.88396,10.826,5.40698,12.3988
105,7.507,10.336,1,0,0,0,-996.788,113.686,103.577,23.4333,41.7705,15.8904,33.6067,12.0812,27.0716,9.53792,13.0171,6.35076,16.6778
105,10.336,13.364,1,0,0,0,-1033.2,83.2821,82.7935,20.3187,45.0918,24.8171,33.4895,17.9937,22.1927,16.5548,20.7265,9.53663,20.4863
105,13.364,16.179,1,0,0,0,-891.155,127.496,45.4412,22.3428,29.919,10.1352,21.3515,7.95014,16.0332,5.82241,14.7834,5.46519,11.5863
105,16.179,19.007,1,0,0,0,-973.648,98.1463,60.9561,4.77366,25.1114,16.4915,28.6065,12.5056,21.0352,3.42848,16.7966,1.07632,21.6634
105,19.007,19.907,1,0,0,0,-796.617,134.681,38.2267,26.0975,23.0665,14.4241,16.8294,8.44492,12.9296,6.22276,12.8644,4.62488,10.3839
106,0.036,2.164,0,1,0,0,-976.474,133.944,50.7666,37.6112,28.6375,26.6219,15.6875,17.9444,13.443,1.71291,3.62653,1.69803,-5.98304
106,2.164,4.621,0,1,0,0,-970.426,131.083,40.2582,38.9766,22.4706,21.9258,15.2742,12.9034,11.6872,5.82135,5.32291,1.24091,0.740723
