105,0.036,2.279,0,0,-953.456,139.32,45.9413,-21.0965,0.688873,11.985,35.0527,18.6517,7.56501,-12.6794,-0.419338,-7.62275,5.42917
105,2.279,4.879,0,0,-1044.51,46.7594,84.0434,37.0247,62.5253,34.7502,34.5573,19.3011,24.0184,12.9507,17.6951,3.83884,7.09706
105,4.879,7.507,0,0,-1020.66,91.7066,85.3329,25.2979,33.2809,6.06752,23.6675,15.1729,20.6909,5.88396,10.826,5.40698,12.3988
105,7.507,10.336,0,0,-996.788,113.686,103.577,23.4333,41.7705,15.8904,33.6067,12.0812,27.0716,9.53792,13.0171,6.35076,16.6778
105,10.336,13.364,0,0,-1033.2,83.2821,82.7935,20.3187,45.0918,24.8171,33.4895,17.9937,22.1927,16.5548,20.7265,9.53663,20.4863
105,13.364,16.179,0,0,-891.155,127.496,45.4412,22.3428,29.919,10.1352,21.3515,7.95014,16.0332,5.82241,14.7834,5.46519,11.5863
105,16.179,19.007,0,0,-973.648,98.1463,60.9561,4.77366,25.1114,16.4915,28.6065,12.5056,21.0352,3.42848,16.7966,1.07632,21.6634
105,19.007,19.907,0,0,-796.617,134.681,38.2267,26.0975,23.0665,14.4241,16.8294,8.44492,12.9296,6.22276,12.8644,4.62488,10.3839
106,0.036,2.164,1,0,-976.474,133.944,50.7666,37.6112,28.6375,26.6219,15.6875,17.9444,13.443,1.71291,3.62653,1.69803,-5.98304
106,2.164,4.621,1,0,-970.426,131.083,40.2582,38.9766,22.4706,21.9258,15.2742,12.9034,11.6872,5.82135,5.32291,1.24091,0.740723
106,4.621,7.179,0,0,-976.697,152.801,65.5521,56.9407,49.4382,29.3376,7.60709,-0.525391,5.75731,2.924,-6.9821,-12.6414,-13.0253
106,7.179,9.636,1,0,-986.059,124.282,39.3488,37.5134,17.7898,17.6881,13.9926,0.303062,2.50132,2.2727,0.54739,-4.10882,-3.80884
106,9.636,12.007,1,0,-993.312,127.665,39.5015,27.5648,25.2975,21.6928,29.7116,25.3785,17.3802,20.5964,18.6944,12.0977,7.95071
106,12.007,14.407,1,0,-986.34,138.502,54.5695,41.5232,38.1403,30.6405,18.6431,11.0237,2.62169,3.10922,-2.32009,-0.946815,1.43731
106,14.407,16.793,1,0,-990.628,128.206,48.6765,33.2883,22.2909,17.1916,13.9224,14.0937,4.53965,4.79152,6.18338,7.09063,3.77077
106,16.793,19.207,1,0,-945.037,182.247,84.3421,64.486,43.2773,25.029,11.4755,-1.03848,-8.76141,-6.69907,-1.72927,0.943821,-3.40274
106,19.207,19.964,1,0,-760.164,161.921,51.125,46.4669,28.4498,23.6679,15.3032,11.5724,5.92605,4.44895,3.88312,3.0614,-0.852858
106,0.064,2.079,0,1,-802.468,145.306,37.4611,36.0875,21.6275,20.0389,13.8174,12.6621,9.12028,8.35348,6.05228,5.33688,3.45329
