147_2b3_Lr_mc_AKGC417L,0.864,4.656,-858.093,136.865,46.2953,44.7137,38.1198,28.8324,26.2587,34.9453,23.2836,14.3,8.57685,13.3768,8.40208,0.0185556,0.00141646,2.20224e-05,6.42869e-06,5.16142e-06,1.6675e-06,3.2301e-07,3.75114e-07,6.76366e-07,8.45835e-07,9.65959e-07,3.77521e-07,1.67181e-07,4.04672e-07,1.6796e-07,1.66542e-07,9.20617e-08,6.41523e-08,8.0413e-08,9.63547e-08,7.71464e-08,2.4044e-07,1.39145e-07,3.32173e-08,3.36228e-08,2.54634e-08,4.41228e-08,2.07778e-08,1.74636e-08,2.19624e-08,1.14765e-08,7.77689e-09,2.83431e-08,1.23613e-08,1.02615e-08,1.30175e-08,1.45837e-08,7.19003e-09,6.78804e-09,8.24846e-09,0,0
147_2b3_Lr_mc_AKGC417L,4.656,8.75,-819.461,140.009,38.612,27.8972,26.471,24.8037,20.5468,21.5701,15.7795,11.5624,12.826,9.76633,8.17931,0.00748804,0.000218913,0.000124412,1.4319e-05,3.20291e-06,3.88882e-06,2.85415e-06,3.17409e-06,1.70643e-06,1.75186e-06,1.46621e-06,1.50658e-06,7.95926e-07,8.20472e-07,7.06893e-07,7.03312e-07,3.27342e-07,2.23174e-07,2.14093e-07,2.68885e-07,1.45144e-07,1.41261e-07,1.22429e-07,8.0267e-08,7.66372e-08,6.50064e-08,4.05234e-08,3.65123e-08,3.10255e-08,3.03079e-08,3.00764e-08,2.74973e-08,2.80748e-08,2.73973e-08,1.64695e-08,2.34504e-08,1.45941e-08,1.95905e-08,1.53258e-08,1.63554e-08,0,0
147_2b3_Lr_mc_AKGC417L,8.75,13.331,-732.58,152.153,47.9791,48.2758,34.5832,28.7911,23.8471,25.0362,21.2665,17.6793,13.011,9.96571,7.64718,0.173323,0.0232906,0.000283937,0.00018806,4.2187e-05,2.05107e-05,1.34519e-05,1.04517e-05,9.49205e-06,7.03387e-06,6.91297e-06,4.57291e-06,3.20142e-06,1.5823e-06,1.75207e-06,1.54535e-06,1.34833e-06,1.15941e-06,1.12365e-06,7.53254e-07,8.12153e-07,7.77362e-07,5.66963e-07,4.37628e-07,4.07365e-07,2.73332e-07,2.92472e-07,2.26575e-07,1.66766e-07,1.54865e-07,1.36972e-07,1.19136e-07,1.01726e-07,9.65511e-08,7.37321e-08,7.23058e-08,6.36049e-08,5.61842e-08,5.11518e-08,4.64794e-08,0,0
147_2b3_Lr_mc_AKGC417L,13.331,17.81,-855.575,130.268,47.5541,47.9123,37.83,34.8004,31.0652,33.4645,25.3018,18.718,19.7402,16.9017,10.8517,0.0597916,0.00120028,2.76995e-05,3.57842e-06,1.86554e-06,8.06881e-07,5.686e-07,6.82129e-07,6.11311e-07,3.87012e-07,3.90413e-07,5.42948e-07,1.37678e-07,5.21238e-07,2.01543e-07,6.13805e-08,2.12978e-07,1.44989e-07,7.1876e-08,4.44922e-08,1.42671e-07,1.1177e-07,4.31368e-08,7.65365e-08,8.16119e-08,2.78344e-08,3.70353e-08,2.13334e-08,2.36037e-08,2.41731e-08,2.47905e-08,2.32162e-08,2.14378e-08,1.02418e-08,1.59368e-08,1.43614e-08,9.80702e-09,1.32863e-08,8.90753e-09,8.40094e-09,0,0
147_2b3_Lr_mc_AKGC417L,17.81,19.337,-822.839,146.934,41.1419,35.2498,36.3942,45.0938,42.5069,27.4424,13.0302,14.5584,4.46562,13.8287,4.7134,0.0411222,0.00101313,0.000226256,4.03556e-05,4.14275e-06,1.19127e-06,1.28597e-06,4.97185e-07,3.38073e-07,1.91735e-06,1.55734e-06,8.56592e-07,1.00967e-06,1.33271e-06,1.79262e-06,1.7928e-06,2.929e-07,2.99329e-07,2.10857e-07,5.35222e-08,2.20232e-07,1.16118e-07,1.09908e-07,4.88297e-08,3.84582e-08,3.74869e-08,9.39767e-08,7.09131e-08,3.67595e-08,2.81479e-08,2.46586e-08,1.49576e-08,1.39969e-08,1.77112e-08,2.48516e-08,1.7022e-08,1.79392e-08,1.48581e-08,1.20213e-08,8.31241e-09,0,0
141_1b1_Pr_mc_LittC2SE,0.036,3.222,-1087.49,68.7227,60.034,48.9039,38.4742,30.6144,25.3967,21.6817,18.2464,14.6307,11.2109,8.62962,7.13886,4.5774e-05,2.46052e-06,2.53713e-07,4.85473e-08,1.87459e-08,2.7837e-09,4.70914e-09,5.2029e-09,1.1011e-09,1.66766e-09,2.67021e-09,1.1378e-09,1.28457e-09,5.37265e-10,9.09685e-10,6.15289e-10,2.74235e-10,2.50575e-10,2.40311e-10,1.65021e-10,2.74714e-10,1.79825e-10,1.49266e-10,1.10962e-10,6.92182e-11,4.49546e-11,4.82095e-11,4.8848e-11,5.1007e-11,3.93803e-11,4.05301e-11,3.47707e-11,3.03955e-11,2.55921e-11,2.79206e-11,2.08931e-11,1.5312e-11,1.74871e-11,2.0738e-11,1.70442e-11,0,0
141_1b1_Pr_mc_LittC2SE,3.222,8.964,-883.65,142.647,32.5633,28.1002,11.4704,9.57855,4.21558,5.37715,4.86824,7.34599,8.36684,10.4646,10.8753,0.000559697,1.70404e-05,4.17909e-06,4.27135e-06,5.86122e-06,6.13574e-06,4.54101e-06,2.16205e-06,8.72345e-07,5.45866e-07,5.2282e-07,3.77035e-07,2.50265e-07,2.08584e-07,1.65774e-07,1.34073e-07,1.11477e-07,9.02795e-08,7.30198e-08,6.14536e-08,5.15628e-08,4.27332e-08,3.61058e-08,3.05481e-08,2.57039e-08,2.17869e-08,1.83098e-08,1.58779e-08,1.3614e-08,1.16807e-08,1.00943e-08,8.57104e-09,7.55143e-09,6.55043e-09,5.66396e-09,4.92896e-09,4.32188e-09,3.80071e-09,3.36387e-09,2.99355e-09,0,1
141_1b1_Pr_mc_LittC2SE,8.964,14.307,-1011.69,124.293,41.7854,17.5431,16.1777,6.67234,3.03553,2.23708,-0.809914,-2.10136,-4.20704,-5.78954,-4.97945,1.06942e-06,1.13327e-06,4.416e-06,2.9412e-06,2.83758e-07,2.3556e-07,1.5545e-07,1.00988e-07,6.87492e-08,6.01971e-08,3.93422e-08,2.90436e-08,2.04481e-08,2.10258e-08,1.34497e-08,9.85456e-09,8.85648e-09,7.93739e-09,6.61755e-09,5.65388e-09,4.288e-09,3.78193e-09,2.79217e-09,2.54391e-09,2.13437e-09,1.765e-09,1.63726e-09,1.25605e-09,1.12734e-09,1.01164e-09,8.78888e-10,7.56613e-10,7.12992e-10,6.08167e-10,4.529e-10,4.35129e-10,3.95245e-10,3.34255e-10,2.81952e-10,2.50967e-10,0,1
141_1b1_Pr_mc_LittC2SE,14.307,19.364,-1075.69,83.6733,70.5081,53.9475,38.9317,28.2375,21.7243,17.4073,13.3275,8.84101,4.60433,1.60727,0.214737,4.09465e-05,2.9198e-06,1.06723e-06,6.46358e-07,5.74288e-08,5.62152e-09,1.06561e-08,4.27296e-09,3.55011e-09,2.36668e-09,2.8673e-09,1.3929e-09,1.68596e-09,6.50134e-10,3.98623e-10,2.29206e-10,2.87307e-10,1.99874e-10,1.32996e-10,1.17368e-10,8.13816e-11,9.56758e-11,9.61557e-11,5.35061e-11,5.5539e-11,4.96549e-11,4.13181e-11,4.21935e-11,2.84688e-11,3.05959e-11,2.98688e-11,1.80534e-11,2.99899e-11,2.20196e-11,2.32354e-11,1.50753e-11,9.35981e-12,1.01559e-11,1.10548e-11,1.01034e-11,1,1
141_1b1_Pr_mc_LittC2SE,19.364,19.964,-1056.76,103.658,74.2338,41.0432,16.4956,4.80737,2.31159,3.00359,3.57773,4.0612,5.11666,5.94013,5.00871,9.85818e-06,9.97415e-07,4.89963e-07,9.69127e-07,3.82885e-07,5.66292e-08,1.26669e-07,1.09668e-07,1.70472e-08,1.35414e-08,7.81288e-09,2.13754e-09,2.44848e-09,3.03891e-09,1.64414e-09,6.90558e-10,6.09439e-10,3.95098e-10,3.40344e-10,3.55146e-10,2.39765e-10,2.08338e-10,1.72228e-10,1.41324e-10,1.28522e-10,1.13536e-10,1.023e-10,9.59893e-11,6.41634e-11,5.89048e-11,4.81402e-11,5.06702e-11,3.99672e-11,4.07334e-11,3.1347e-11,2.78975e-11,2.82478e-11,3.28518e-11,2.41894e-11,2.39592e-11,0,1
